Factor1,Factor2,Factor3,Factor4
0.19906290185929876,0.5221721604435412,-0.3878733286120051,0.2346150930206176
-0.11795158590053478,0.3462931165606174,-1.391544740650527,-0.04075176387298107
0.8261328753677749,1.6029916880168116,-0.10591860943678572,0.21591491012394773
-1.2983850249145992,-0.04183067963858469,1.1597955649305252,-0.43016701133961716
-1.13425014009372,-1.2554900887096374,1.0102283369986362,-0.5000756252943804
0.20924130341315858,0.0953066785582378,-0.3261693204596946,-0.43582710769205407
1.7728592551984472,1.2517073597585624,-0.43796133694510586,0.4929066003240985
0.19503104370563143,1.0996903174616521,-0.5568859750541991,-1.236836868487744
0.7361494602940675,1.326406023679674,-1.6403012699815358,-0.6642806984519974
0.6967171611222257,1.0814723438738691,0.870643611666222,0.022163519771073704
-0.7288577105252815,1.117725955925002,0.478399550089343,-0.6697343339863829
-1.501547925663768,-1.5647223019175316,1.551306982562349,-0.8128256274927829
-0.12483565996630627,0.07608414388756424,0.32482352735558495,-1.2297705071598297
0.9235236265876531,0.2792158917671052,-1.0734310588975189,-0.632026574009906
0.436776201284957,-0.5179645808622899,-0.14442124568310755,1.1640034535542734
0.5107985062200411,1.440943360662245,-1.8192624264227046,-1.8083114367197741
-0.13471998033874782,-0.13872025579707928,-1.0461910971578054,-0.457887463627409
-0.06622287323297625,0.05521081403052002,-0.4566693001628583,0.1852094926478592
-0.9590737078252926,-1.3746362683365558,-1.2415911814916316,0.8025308647075129
-0.9433387478151476,0.008671063216675825,-0.4044905102265831,-0.8837064738380265
-0.5114542739379947,0.6760138415902792,-0.3399106945695857,-0.8026119099035169
-1.4141439993416505,0.34799590039652867,-0.9120634523557518,-1.6319164243192872
0.5222928279375529,-0.2647324180096995,-0.1459343019821667,0.5610310191184154
1.2333322570068588,0.7706162080191267,0.815645562682598,1.8012331217596416
0.5033796928575376,-1.0056544837808268,-0.3389665720475459,1.1368524622468164
0.3879371865286692,0.3422762945930459,1.4398899385722366,-0.6954352898415942
-1.1400141954308507,1.1863871697225394,0.3869681854392904,-1.049448850749098
1.8824504020291637,-0.06860155041551537,0.7562330472199027,1.2684937284897957
-0.512268197619582,0.09709101659077242,-1.2993866334377064,0.5535999032305293
1.0218945815020295,1.0614475671049701,0.5291928331377751,0.5642120061649318
1.4043104333436247,0.2050430093829883,1.9862394086563024,-1.3084259684313233
-1.4502052273480364,-1.0230155530219678,0.6873862403310251,-0.7508608057392191
0.9545122091588233,0.047326313406068,0.2856682534041971,-0.16281593782228698
0.20578137223270057,-1.8129084687821735,1.8723287672329432,-0.8827639724044987
0.3741736431278979,-0.9990757931149733,-0.5068709926137066,0.36383720795613056
1.0692872274699048,0.7113146202496866,1.1137780388617369,-0.8693948983060166
-0.9155272031876205,0.3238073568673216,-0.2388440596419522,-0.2117550452905711
0.22077014894801114,0.623478919259882,0.1642393086334956,-0.27249961282490975
