lval,op,rval,Estimate,Est. Std,Std. Err,z-value,p-value,abs_std
delta_support,~,Factor1,0.24888504336489126,0.07558832242897755,0.39612540160204207,0.6282986204815499,0.5298083351789609,0.07558832242897755
delta_support,~,Factor2,-0.42651922378004126,-0.12955799884176558,0.4151197566206271,-1.0274606712318068,0.3042035953624458,0.12955799884176558
delta_support,~,Factor3,0.5564461030515037,0.16940886220906473,0.35285948728059,1.5769622841611366,0.11480420362296995,0.16940886220906473
delta_support,~,Factor4,-0.13172749381216586,-0.04011127341082355,0.36074458530311126,-0.365154458801144,0.7149961110967404,0.04011127341082355
