lval,op,rval,Estimate,Est. Std,Std. Err,z-value,p-value,abs_std
delta_oppose,~,Factor1,-0.221532873116216,-0.0648229551527667,0.39330376265153477,-0.5632615147695137,0.5732568202527311,0.0648229551527667
delta_oppose,~,Factor2,-0.24562774547446975,-0.07187001444329259,0.41190435159788613,-0.5963222882230264,0.5509599442792326,0.07187001444329259
delta_oppose,~,Factor3,-0.9708814448589815,-0.28486075549279527,0.35699005522561594,-2.7196316273927286,0.006535467801594308,0.28486075549279527
delta_oppose,~,Factor4,0.73167468036628,0.21466307347161634,0.3663519782365179,1.997190472087233,0.04580449569885592,0.21466307347161634
