lval,op,rval,Estimate,Est. Std,Std. Err,z-value,p-value,abs_std
Delta_all,~,Factor1,0.19726850460344525,0.07354997352411471,0.314087957339111,0.6280677115863839,0.5299595837789313,0.07354997352411471
Delta_all,~,Factor2,-0.07011833619433015,-0.02614409137504668,0.3289462533131431,-0.2131604646287528,0.8312018042255185,0.02614409137504668
Delta_all,~,Factor3,0.7517597967993759,0.28098823313665305,0.284520492536591,2.6421991263074065,0.008236961286150368,0.28098823313665305
Delta_all,~,Factor4,-0.40394785145941914,-0.15098172808759996,0.28919114234421367,-1.3968195850798846,0.16246783123718211,0.15098172808759996
